Date,Server1,Server2,Server3
20100101,8561.49735007938,1,1003.83141555856,9,1874.00467035052,9
20100102,87.7525456627282,5,7500.06062843066,3,3369.1678656675,3
20100103,997.204618384422,0,6270.26749275645,7,5773.46417232315,9
20100104,5095.54493136705,2,3688.48473775391,0,7475.96597756343,3
20100105,1107.07094297519,7,1841.57857721426,5,1528.43430266991,1
20100106,1335.64769186921,1,8803.69150241858,5,4465.9469424866,1
20100107,5467.02627251264,2,1259.7444248195,9,4023.32827268284,5
20100108,8574.60560393645,5,3759.13799896041,1,1997.03868860695,6
20100109,7429.77867162112,2,384.88295805714,6,7806.8053575149,5
20100110,4894.29559441809,8,7593.37519174654,5,2876.40864956609,2
20100111,7360.74012551526,1,8250.16711333271,7,106.182027430843,8
20100112,5690.39914046239,5,3043.99819117061,1,1865.7194695073,8
20100113,4840.37316121293,5,5683.86069926806,6,7944.30378009559,6
20100114,1680.5368722693,2,6176.81361740928,2,6631.62452405982,9
20100115,1904.5923985055,5,8729.81342736368,1,5782.11150540866,3
20100116,6397.7067325724,0,3704.29584671638,2,6949.40152391909,7
20100117,592.441842583785,7,4604.87693306803,2,4856.6364188549,6
20100118,7913.9471179876,9,2432.49702090754,3,2873.15549301626,0
20100119,2085.9219564698,9,3682.94360530502,4,2700.38974488775,7
20100120,7969.26120327195,6,2000.42402740383,5,1841.28552175152,5
20100121,1683.83065571612,3,5833.0953652196,4,6672.01415965921,1
20100122,6023.26385155932,8,3135.57522736799,5,4790.36916846382,3
20100123,3889.80525143452,0,4631.43546204919,8,6902.35296748894,3
20100124,3068.90100953679,2,9369.46611833288,5,6636.6302382868,2
20100125,9577.06024030495,7,8927.19345122964,9,3562.16790063358,1
20100126,9677.02578828101,5,5382.1191785026,6,9934.79576286244,7
20100127,1731.31979606721,3,7857.72880852435,1,7961.01232460764,3
20100128,2215.92002824701,8,3324.46326061419,0,2925.15236958201,4
20100129,6109.68166728963,8,6846.7366948569,4,9338.3510450277,1
20100130,3513.88231352593,0,7519.00182338264,9,7161.2071775486,4
20100131,3714.18467082918,0,2746.58024751214,7,463.691499042178,3
20100201,7111.14222878947,0,4427.42378899529,6,5810.43673789399,6
20100202,8113.20728200805,3,3733.13071943173,9,622.268344827072,6
20100203,9311.98874872014,7,3846.3611616687,1,93.0904695191415,8
20100204,5175.42660360876,9,5052.50046846182,1,2186.05189176386,4
20100205,8309.73641567809,1,3393.97021012634,0,1117.25943009033,5
20100206,6954.62462685125,3,8707.66769204136,2,23.9890201660387,8
20100207,3303.17398549846,3,3005.75081100674,3,7020.24866792359,6
20100208,2342.54550438091,3,5169.18739831255,5,1545.70129143885,9
20100209,5020.87781146087,5,7335.53806820371,8,5812.78958632928,5
20100210,8332.48087004504,4,6853.15038403198,1,3707.19261735235,4
20100211,6841.14756779889,1,874.320352000062,5,540.505432323061,6
20100212,8703.17508361076,7,5223.66628869762,2,6672.69538829562,2
20100213,6606.82979136901,0,4226.89861379844,1,6467.01188483087,2
20100214,6952.7287366364,2,2983.84221551077,4,7966.35288396251,7
20100215,8539.73854223277,7,470.08405189488,9,8407.32865099668,8
20100216,1245.52484522409,0,9349.53247837245,7,3767.63301133841,7
